"","Country","Partner.Organization","longitude","latitude","Landscape..","Household.ID","Data.entry.date","Field.ID","Season","Crop.ID","Crop.name","ag4a_01","ag4a_02","ag4a_04","ag4a_05","ag4a_05_other","ag4a_vs_5a","ag4a_vs_5a_day","ag4a_vs_5a_month","ag4a_vs_5a_year","ag4a_06","ag4a_08","ag4a_15","ag4a_15_unit","ag4a_16","ag4a_19","ag4a_21","ag4a_23"
"92","GHA","Ghana Council for Scientific and Industrial Research",-0.854499816894531,9.90400123596191,"L02","arUegScQDF9","2014-12-31T00:00:00Z","M1","long_rainy","24","Yams",1,NA,2,"","","2013-05-31",31,5,2013,1,1,4800,NA,2400,2,NA,NA
"93","GHA","Ghana Council for Scientific and Industrial Research",-0.834999084472656,10.5590000152588,"L01","hy4613HYBr3","2015-02-04T00:00:00Z","M2","long_rainy","11","Maize",1,NA,2,"","","2013-06-11",11,6,2013,1,8,600,NA,1200,2,NA,NA
"94","GHA","Ghana Council for Scientific and Industrial Research",-2.57799911499023,5.09250068664551,"L05","6rFDY18oMR9","2015-05-27T00:00:00Z","M1","short_rainy","45","Coconut",1,NA,2,"","","1995-05-27",27,5,1995,1,6,400,NA,1200,2,NA,NA
"95","GHA","Ghana Council for Scientific and Industrial Research",-0.510699272155762,5.72800064086914,"L06","nYHDrtr9BkA","2014-09-07T00:00:00Z","M4","long_rainy","21","Cassava",1,NA,2,"","","2013-03-07",7,3,2013,2,NA,NA,NA,NA,2,NA,NA
"96","GHA","Ghana Council for Scientific and Industrial Research",-0.510699272155762,5.72800064086914,"L06","SstK2kLetr6","2014-09-12T00:00:00Z","M1","short_rainy","21","Cassava",2,3,2,"","","2013-11-12",12,11,2013,2,NA,NA,NA,NA,NA,NA,NA
"97","GHA","Ghana Council for Scientific and Industrial Research",-0.854499816894531,9.90400123596191,"L02","tcEkwscfpH4","2014-12-22T00:00:00Z","M2","long_rainy","43","Groundnut",1,NA,2,"","","2013-04-22",22,4,2013,1,4,22,NA,880,2,NA,NA
"98","GHA","Ghana Council for Scientific and Industrial Research",-0.510699272155762,5.72800064086914,"L06","uA6dFVY3tr2","2014-09-07T00:00:00Z","M3","short_rainy","11","Maize",1,NA,2,"","","2013-10-07",7,10,2013,1,2,105,NA,180,2,NA,NA
"99","GHA","Ghana Council for Scientific and Industrial Research",-1.49399948120117,6.55200004577637,"L04","LMzw8JsSze","2014-08-31T00:00:00Z","M1","short_rainy","21","Cassava",1,NA,2,"","","2013-03-30",30,3,2013,2,NA,NA,NA,NA,2,NA,NA
"100","GHA","Ghana Council for Scientific and Industrial Research",-2.57799911499023,5.09250068664551,"L05","QFh29fHsCvA","2015-04-28T00:00:00Z","M3","long_rainy","44","Palm Oil",1,NA,2,"","","2006-05-28",28,5,2006,1,6,2000,NA,8000,2,NA,NA
"101","GHA","Ghana Council for Scientific and Industrial Research",-0.880999565124512,7.70899963378906,"L03","C7yu9JZpZ96","2014-09-28T00:00:00Z","M1","long_rainy","31","Beans",1,NA,2,"","","2013-04-28",28,4,2013,1,4,20,NA,50,1,42,1
"102","GHA","Ghana Council for Scientific and Industrial Research",-1.49399948120117,6.55200004577637,"L04","eze6AQDVxQ4","2014-08-27T00:00:00Z","M2","long_rainy","44","Palm Oil",1,NA,2,"","","2004-03-27",27,3,2004,2,NA,NA,NA,NA,2,NA,NA
"103","GHA","Ghana Council for Scientific and Industrial Research",-1.49399948120117,6.55200004577637,"L04","AZbZLMWXXU5","2014-09-03T00:00:00Z","M1","short_rainy","56","Cocoa",1,NA,2,"","","2009-04-10",10,4,2009,1,30,14,NA,100,2,NA,NA
"104","GHA","Ghana Council for Scientific and Industrial Research",-0.854499816894531,9.90400123596191,"L02","UUj4sWMqYC3","2014-12-29T00:00:00Z","M2","long_rainy","24","Yams",1,NA,2,"","","2013-01-29",29,1,2013,1,0.5,870,NA,360,2,NA,NA
"105","GHA","Ghana Council for Scientific and Industrial Research",-0.854499816894531,9.90400123596191,"L02","go6Ch5Km3k7","2014-12-16T00:00:00Z","M2","long_rainy","43","Groundnut",1,NA,2,"","","2014-06-16",16,6,2014,1,5,3000,NA,2400,2,NA,NA
"106","GHA","Ghana Council for Scientific and Industrial Research",-0.880999565124512,7.70899963378906,"L03","bvFDUPT6cv8","2014-09-27T00:00:00Z","M1","short_rainy","24","Yams",1,NA,2,"","","2013-01-27",27,1,2013,1,3,2500,NA,3500,2,NA,NA
"107","GHA","Ghana Council for Scientific and Industrial Research",-2.57799911499023,5.09250068664551,"L05","nMZQwMPqKU4","2015-03-28T00:00:00Z","M1","short_rainy","44","Palm Oil",2,3,1,"1","","2012-05-28",28,5,2012,2,NA,NA,NA,NA,2,NA,NA
"108","GHA","Ghana Council for Scientific and Industrial Research",-0.510699272155762,5.72800064086914,"L06","ydHcUTHKzD7","2014-09-10T00:00:00Z","M1","long_rainy","21","Cassava",NA,NA,NA,"","","",NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA
"109","GHA","Ghana Council for Scientific and Industrial Research",-0.880999565124512,7.70899963378906,"L03","HYK4pqongQ7","2014-09-19T00:00:00Z","M2","short_rainy","21","Cassava",1,NA,2,"","","2013-08-20",20,8,2013,2,NA,NA,NA,NA,2,NA,NA
"110","GHA","Ghana Council for Scientific and Industrial Research",-0.510699272155762,5.72800064086914,"L06","4TD5PFFKHJ7","2014-09-13T00:00:00Z","M3","short_rainy","21","Cassava",NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","GHA","Ghana Council for Scientific and Industrial Research",-1.49399948120117,6.55200004577637,"L04","tsyzA3E2k36","2014-08-24T00:00:00Z","M1","short_rainy","44","Palm Oil",NA,NA,NA,"","","",NA,NA,NA,1,2,270,NA,300,2,NA,NA
"112","GHA","Ghana Council for Scientific and Industrial Research",-1.49399948120117,6.55200004577637,"L04","qie8QYVB3s6","2014-08-28T00:00:00Z","M1","short_rainy","71","Banana",NA,NA,NA,"","","",NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA
"113","GHA","Ghana Council for Scientific and Industrial Research",-0.854499816894531,9.90400123596191,"L02","NZwEq9cA5VB","2014-12-17T00:00:00Z","M2","long_rainy","43","Groundnut",1,NA,2,"","","2014-06-17",17,6,2014,1,3,600,NA,3600,2,NA,NA
"114","GHA","Ghana Council for Scientific and Industrial Research",-0.880999565124512,7.70899963378906,"L03","ymaHgFS7sD7","2014-09-28T00:00:00Z","M1","short_rainy","24","Yams",1,NA,2,"","","2013-01-28",28,1,2013,1,1,1000,NA,700,2,NA,NA
"115","GHA","Ghana Council for Scientific and Industrial Research",-0.880999565124512,7.70899963378906,"L03","3oYDbENAuo","2014-10-05T00:00:00Z","M2","long_rainy","11","Maize",1,NA,2,"","","2013-04-05",5,4,2013,1,2,20,NA,800,1,50,2
"116","GHA","Ghana Council for Scientific and Industrial Research",-0.880999565124512,7.70899963378906,"L03","5G241XCT6VA","2014-10-02T00:00:00Z","M1","long_rainy","11","Maize",1,NA,2,"","","2013-02-24",24,2,2013,1,3,1170,NA,3120,1,10,2
"117","GHA","Ghana Council for Scientific and Industrial Research",-0.854499816894531,9.90400123596191,"L02","arUegScQDF9","2014-12-31T00:00:00Z","M2","long_rainy","11","Maize",1,NA,2,"","","2013-06-30",30,6,2013,1,4,1125,NA,2000,2,NA,NA
"118","GHA","Ghana Council for Scientific and Industrial Research",-1.49399948120117,6.55200004577637,"L04","v5AnXEEYcG3","2014-09-03T00:00:00Z","M2","long_rainy","56","Cocoa",1,NA,2,"","","2003-03-03",3,3,2003,1,1,64,NA,212,2,NA,NA
"119","GHA","Ghana Council for Scientific and Industrial Research",-1.49399948120117,6.55200004577637,"L04","LMzw8JsSze","2014-08-31T00:00:00Z","M4","short_rainy","56","Cocoa",1,NA,2,"","","1995-04-30",30,4,1995,1,0.3,60,NA,200,2,NA,NA
"120","GHA","Ghana Council for Scientific and Industrial Research",-0.510699272155762,5.72800064086914,"L06","K7cFANftUD3","2014-09-07T00:00:00Z","M5","short_rainy","21","Cassava",NA,NA,NA,"","","2014-09-07",7,9,2014,NA,NA,NA,NA,NA,NA,NA,NA
"121","GHA","Ghana Council for Scientific and Industrial Research",-1.49399948120117,6.55200004577637,"L04","ev9j4bGtBTB","2014-09-02T00:00:00Z","M3","short_rainy","21","Cassava",1,NA,2,"","","2012-08-02",2,8,2012,1,1,740,NA,370,2,NA,NA
"122","GHA","Ghana Council for Scientific and Industrial Research",-0.834999084472656,10.5590000152588,"L01","hy4613HYBr3","2015-02-04T00:00:00Z","M1","long_rainy","15","Finger Millet",1,NA,2,"","","2013-06-11",11,6,2013,1,2,100,NA,400,2,NA,NA
"123","GHA","Ghana Council for Scientific and Industrial Research",-2.57799911499023,5.09250068664551,"L05","QFh29fHsCvA","2015-04-28T00:00:00Z","M1","long_rainy","56","Cocoa",1,NA,2,"","","2015-05-28",28,5,2015,1,18,2345,NA,7175,2,NA,NA
"124","GHA","Ghana Council for Scientific and Industrial Research",-0.880999565124512,7.70899963378906,"L03","qaB9PRByhQ7","2014-09-27T00:00:00Z","M1","long_rainy","24","Yams",1,NA,2,"","","2013-01-27",27,1,2013,1,4,250,NA,700,2,NA,NA
"125","GHA","Ghana Council for Scientific and Industrial Research",-2.57799911499023,5.09250068664551,"L05","wTASpGRGc38","2015-05-21T00:00:00Z","M2","long_rainy","44","Palm Oil",1,NA,2,"","","1982-06-21",21,6,1982,1,23,200,NA,4000,2,NA,NA
"126","GHA","Ghana Council for Scientific and Industrial Research",-0.510699272155762,5.72800064086914,"L06","TVHKxGJD4T5","2014-09-12T00:00:00Z","M1","long_rainy","21","Cassava",1,NA,1,"1","","2014-09-12",12,9,2014,2,NA,NA,NA,NA,1,NA,1
"127","GHA","Ghana Council for Scientific and Industrial Research",-0.854499816894531,9.90400123596191,"L02","tcEkwscfpH4","2014-12-22T00:00:00Z","M1","long_rainy","11","Maize",1,NA,2,"","","2013-06-22",22,6,2013,1,6,8,NA,400,2,NA,NA
"128","GHA","Ghana Council for Scientific and Industrial Research",-0.834999084472656,10.5590000152588,"L01","aEPhhDYMsKA","2015-02-12T00:00:00Z","M1","long_rainy","11","Maize",1,NA,2,"","","2013-06-10",10,6,2013,1,4.5,750,NA,900,2,NA,NA
"129","GHA","Ghana Council for Scientific and Industrial Research",-0.880999565124512,7.70899963378906,"L03","GDXUCUdQZB6","2014-09-25T00:00:00Z","M3","long_rainy","90","Chilies",1,NA,2,"","","2013-03-26",26,3,2013,1,1,120,NA,80,1,60,2
"130","GHA","Ghana Council for Scientific and Industrial Research",-0.510699272155762,5.72800064086914,"L06","xJHuYg9HkC4","2014-09-07T00:00:00Z","M2","long_rainy","11","Maize",1,NA,NA,"","","2013-03-07",7,3,2013,1,0.4,10,NA,300,2,NA,NA
"131","GHA","Ghana Council for Scientific and Industrial Research",-0.880999565124512,7.70899963378906,"L03","2w6GUTeKDd","2014-09-28T00:00:00Z","M4","long_rainy","11","Maize",1,NA,2,"","","2013-07-28",28,7,2013,1,1,135,NA,180,2,NA,NA
"132","GHA","Ghana Council for Scientific and Industrial Research",-0.510699272155762,5.72800064086914,"L06","jCvYgt72fP4","2014-09-12T00:00:00Z","M2","short_rainy","21","Cassava",NA,NA,NA,"","","2014-09-13",13,9,2014,NA,NA,NA,NA,NA,NA,NA,NA
"133","GHA","Ghana Council for Scientific and Industrial Research",-0.880999565124512,7.70899963378906,"L03","5G241XCT6VA","2014-10-02T00:00:00Z","M1","short_rainy","11","Maize",1,NA,2,"","","2013-08-24",24,8,2013,1,3,900,NA,2400,2,NA,NA
"134","GHA","Ghana Council for Scientific and Industrial Research",-0.510699272155762,5.72800064086914,"L06","4TD5PFFKHJ7","2014-09-13T00:00:00Z","M2","long_rainy","21","Cassava",2,2,2,"","","2012-05-14",14,5,2012,1,2,22,NA,NA,2,NA,NA
"135","GHA","Ghana Council for Scientific and Industrial Research",-0.834999084472656,10.5590000152588,"L01","FcfWcnPR1A6","2015-02-16T00:00:00Z","M1","long_rainy","11","Maize",1,NA,2,"","","2013-06-20",20,6,2013,1,1,2,NA,220,1,18,3
"136","GHA","Ghana Council for Scientific and Industrial Research",-2.57799911499023,5.09250068664551,"L05","SGWDY8X7yo4","2015-03-29T00:00:00Z","M2","long_rainy","56","Cocoa",1,NA,2,"","","1988-01-29",29,1,1988,1,6,650,NA,1500,2,NA,NA
"137","GHA","Ghana Council for Scientific and Industrial Research",-0.854499816894531,9.90400123596191,"L02","fkisAfkhBS2","2014-12-29T00:00:00Z","M1","long_rainy","11","Maize",1,NA,2,"","","2013-06-06",6,6,2013,1,2,5,NA,120,2,NA,NA
"138","GHA","Ghana Council for Scientific and Industrial Research",-0.880999565124512,7.70899963378906,"L03","qaB9PRByhQ7","2014-09-27T00:00:00Z","M2","long_rainy","11","Maize",1,NA,2,"","","2013-04-27",27,4,2013,1,7,280,NA,19600,2,NA,NA
"139","GHA","Ghana Council for Scientific and Industrial Research",-2.57799911499023,5.09250068664551,"L05","JsGWt7k9dz2","2015-04-27T00:00:00Z","M1","short_rainy","90","Chilies",1,NA,2,"","","2015-10-27",27,10,2015,1,0.5,15,NA,150,1,5,2
"140","GHA","Ghana Council for Scientific and Industrial Research",-0.880999565124512,7.70899963378906,"L03","GPMVX5tyrx4","2014-09-28T00:00:00Z","M4","short_rainy","12","Paddy",NA,NA,NA,"","","",NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA
"141","GHA","Ghana Council for Scientific and Industrial Research",-0.880999565124512,7.70899963378906,"L03","K5Z7A224KK7","2014-09-20T00:00:00Z","M2","short_rainy","24","Yams",NA,NA,NA,"","","",NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA
"142","GHA","Ghana Council for Scientific and Industrial Research",-1.49399948120117,6.55200004577637,"L04","ev9j4bGtBTB","2014-09-02T00:00:00Z","M4","short_rainy","71","Banana",1,NA,2,"","","2012-08-02",2,8,2012,1,1,450,NA,360,2,NA,NA
"143","GHA","Ghana Council for Scientific and Industrial Research",-0.510699272155762,5.72800064086914,"L06","jCvYgt72fP4","2014-09-12T00:00:00Z","M1","long_rainy","44","Palm Oil",1,NA,2,"","","2014-03-12",12,3,2014,1,1.5,640,NA,960,NA,NA,NA
"144","GHA","Ghana Council for Scientific and Industrial Research",-0.880999565124512,7.70899963378906,"L03","YqAFB2BMNLB","2014-09-28T00:00:00Z","M3","short_rainy","11","Maize",1,NA,2,"","","2013-08-28",28,8,2013,1,4,4800,NA,3200,2,NA,NA
"145","GHA","Ghana Council for Scientific and Industrial Research",-1.49399948120117,6.55200004577637,"L04","HJ9K9FonFCA","2014-08-17T00:00:00Z","M2","short_rainy","56","Cocoa",1,NA,2,"","","1999-04-02",2,4,1999,1,4,192,NA,636,2,NA,NA
"146","GHA","Ghana Council for Scientific and Industrial Research",-0.510699272155762,5.72800064086914,"L06","2Q7MnSV2oJ5","2014-09-06T00:00:00Z","M3","long_rainy","21","Cassava",2,2,2,"","","2013-07-06",6,7,2013,2,NA,NA,NA,NA,2,NA,NA
"147","GHA","Ghana Council for Scientific and Industrial Research",-0.510699272155762,5.72800064086914,"L06","W8ZrkDDq8B","2014-09-12T00:00:00Z","M3","short_rainy","44","Palm Oil",1,NA,NA,"","","2014-09-12",12,9,2014,1,8,400,NA,2000,NA,NA,NA
"148","GHA","Ghana Council for Scientific and Industrial Research",-0.880999565124512,7.70899963378906,"L03","Kte7LVWAkq7","2014-10-03T00:00:00Z","M1","long_rainy","24","Yams",1,NA,2,"","","2013-04-03",3,4,2013,1,0.25,50,NA,150,2,NA,NA
"149","GHA","Ghana Council for Scientific and Industrial Research",-1.49399948120117,6.55200004577637,"L04","LMzw8JsSze","2014-08-31T00:00:00Z","M4","long_rainy","56","Cocoa",1,NA,2,"","","1995-04-30",30,4,1995,2,NA,NA,NA,NA,2,NA,NA
"150","GHA","Ghana Council for Scientific and Industrial Research",-1.49399948120117,6.55200004577637,"L04","zebc4qh1zU8","2014-08-29T00:00:00Z","M5","long_rainy","21","Cassava",1,NA,2,"","","2013-06-02",2,6,2013,2,NA,NA,NA,NA,2,NA,NA
"151","GHA","Ghana Council for Scientific and Industrial Research",-0.510699272155762,5.72800064086914,"L06","Ta22RrxG4KB","2014-09-10T00:00:00Z","M1","long_rainy","21","Cassava",2,2,2,"","","2013-03-10",10,3,2013,2,NA,NA,NA,NA,1,NA,1
"152","GHA","Ghana Council for Scientific and Industrial Research",-1.49399948120117,6.55200004577637,"L04","ev9j4bGtBTB","2014-09-02T00:00:00Z","M5","short_rainy","71","Banana",1,NA,2,"","","2012-08-02",2,8,2012,1,1,350,NA,280,2,NA,NA
"153","GHA","Ghana Council for Scientific and Industrial Research",-2.57799911499023,5.09250068664551,"L05","QYtwXPgNBa3","2015-04-15T00:00:00Z","M3","long_rainy","21","Cassava",1,NA,2,"","","2013-03-15",15,3,2013,2,NA,NA,NA,NA,2,NA,NA
"154","GHA","Ghana Council for Scientific and Industrial Research",-0.510699272155762,5.72800064086914,"L06","uVDhbqsgm8B","2014-09-08T00:00:00Z","M1","long_rainy","21","Cassava",2,2,1,"other","Maize was planted before cassava","2013-04-08",8,4,2013,2,NA,NA,NA,NA,2,NA,NA
"155","GHA","Ghana Council for Scientific and Industrial Research",-0.880999565124512,7.70899963378906,"L03","2w6GUTeKDd","2014-09-28T00:00:00Z","M3","long_rainy","24","Yams",1,NA,2,"","","2013-04-28",28,4,2013,1,1,2200,NA,1100,2,NA,NA
"156","GHA","Ghana Council for Scientific and Industrial Research",-1.49399948120117,6.55200004577637,"L04","tsyzA3E2k36","2014-08-24T00:00:00Z","M3","short_rainy","11","Maize",1,NA,2,"","","2013-07-24",24,7,2013,1,0.5,180,NA,560,1,12,2
"157","GHA","Ghana Council for Scientific and Industrial Research",-0.880999565124512,7.70899963378906,"L03","eaQik5x8C35","2014-09-27T00:00:00Z","M2","short_rainy","12","Paddy",1,NA,2,"","","2013-06-27",27,6,2013,1,2,8,NA,3600,2,NA,NA
"158","GHA","Ghana Council for Scientific and Industrial Research",-0.880999565124512,7.70899963378906,"L03","GPMVX5tyrx4","2014-09-28T00:00:00Z","M4","long_rainy","12","Paddy",1,NA,2,"","","2013-07-28",28,7,2013,1,2,350,NA,1750,1,30,1
"159","GHA","Ghana Council for Scientific and Industrial Research",-0.834999084472656,10.5590000152588,"L01","dVULAjf4W89","2015-02-18T00:00:00Z","M1","long_rainy","14","Bulrush Millet",1,NA,2,"","","2013-06-20",20,6,2013,1,1,1,NA,80,2,NA,NA
"160","GHA","Ghana Council for Scientific and Industrial Research",-0.510699272155762,5.72800064086914,"L06","hrKn2nuXSs9","2014-09-10T00:00:00Z","M1","long_rainy",NA,"",2,3,2,"","","2014-09-10",10,9,2014,NA,NA,NA,NA,NA,NA,NA,NA
"161","GHA","Ghana Council for Scientific and Industrial Research",-0.834999084472656,10.5590000152588,"L01","FcfWcnPR1A6","2015-02-16T00:00:00Z","M2","long_rainy","14","Bulrush Millet",1,NA,2,"","","2013-06-20",20,6,2013,1,1,1,NA,120,1,16,3
"162","GHA","Ghana Council for Scientific and Industrial Research",-1.49399948120117,6.55200004577637,"L04","wbguRJt7c17","2014-09-02T00:00:00Z","M3","long_rainy","56","Cocoa",1,NA,2,"","","2001-05-02",2,5,2001,1,1,195,NA,424,2,NA,NA
"163","GHA","Ghana Council for Scientific and Industrial Research",-0.854499816894531,9.90400123596191,"L02","sSK4YGpVFE3","2015-01-02T00:00:00Z","M2","long_rainy","47","Soyabeans",1,NA,2,"","","2013-07-02",2,7,2013,1,7,45,NA,1750,2,NA,NA
"164","GHA","Ghana Council for Scientific and Industrial Research",-0.880999565124512,7.70899963378906,"L03","nLAqDVxLW42","2014-09-26T00:00:00Z","M3","long_rainy","24","Yams",1,NA,2,"","","2013-01-19",19,1,2013,2,NA,NA,NA,NA,2,NA,NA
"165","GHA","Ghana Council for Scientific and Industrial Research",-1.49399948120117,6.55200004577637,"L04","v5AnXEEYcG3","2014-09-03T00:00:00Z","M1","long_rainy","56","Cocoa",1,NA,2,"","","1997-03-03",3,3,1997,1,5,192,NA,636,2,NA,NA
"166","GHA","Ghana Council for Scientific and Industrial Research",-0.510699272155762,5.72800064086914,"L06","hrKn2nuXSs9","2014-09-10T00:00:00Z","M3","short_rainy","75","Pineapple",2,3,2,"","","2014-09-10",10,9,2014,NA,NA,NA,NA,NA,NA,NA,NA
"167","GHA","Ghana Council for Scientific and Industrial Research",-0.510699272155762,5.72800064086914,"L06","4TD5PFFKHJ7","2014-09-13T00:00:00Z","M4","long_rainy","71","Banana",2,2,1,"other","Shade","2011-09-14",14,9,2011,1,1.5,800,NA,6400,2,NA,NA
"168","GHA","Ghana Council for Scientific and Industrial Research",-0.834999084472656,10.5590000152588,"L01","rvasPDxnwj3","2015-02-27T00:00:00Z","M4","long_rainy","43","Groundnut",1,NA,2,"","","2013-06-27",27,6,2013,1,2,0,NA,0,2,NA,NA
"169","GHA","Ghana Council for Scientific and Industrial Research",-0.510699272155762,5.72800064086914,"L06","Yt9L1fZvpf5","2014-09-15T00:00:00Z","M2","short_rainy","75","Pineapple",1,NA,2,"","","2013-06-15",15,6,2013,2,NA,NA,NA,NA,NA,NA,NA
"170","GHA","Ghana Council for Scientific and Industrial Research",-0.854499816894531,9.90400123596191,"L02","go6Ch5Km3k7","2014-12-16T00:00:00Z","M3","long_rainy","13","Sorghum",1,NA,2,"","","2014-06-16",16,6,2014,1,2,400,NA,400,2,NA,NA
"171","GHA","Ghana Council for Scientific and Industrial Research",-0.880999565124512,7.70899963378906,"L03","oGAiiS5KTH6","2014-09-30T00:00:00Z","M2","long_rainy","24","Yams",1,NA,2,"","","2013-04-25",25,4,2013,1,0.5,1500,NA,700,2,NA,NA
"172","GHA","Ghana Council for Scientific and Industrial Research",-0.880999565124512,7.70899963378906,"L03","TfTiB3qRvU2","2014-09-23T00:00:00Z","M2","short_rainy","43","Groundnut",1,NA,2,"","","2013-09-23",23,9,2013,1,1.5,500,NA,600,2,NA,NA
"173","GHA","Ghana Council for Scientific and Industrial Research",-0.510699272155762,5.72800064086914,"L06","R24vZdb6HQ7","2014-09-07T00:00:00Z","M1","long_rainy","21","Cassava",1,NA,1,"2","","2013-04-07",7,4,2013,1,1,2,NA,2,2,NA,NA
"174","GHA","Ghana Council for Scientific and Industrial Research",-0.834999084472656,10.5590000152588,"L01","GEgBv7HAf68","2015-02-24T00:00:00Z","M3","short_rainy","92","Pumpkins",1,NA,2,"","","2013-10-24",24,10,2013,1,2,150,NA,300,2,NA,NA
"175","GHA","Ghana Council for Scientific and Industrial Research",-2.57799911499023,5.09250068664551,"L05","6rFDY18oMR9","2015-05-27T00:00:00Z","M5","long_rainy","21","Cassava",1,NA,2,"","","2013-04-27",27,4,2013,2,NA,NA,NA,NA,2,NA,NA
"176","GHA","Ghana Council for Scientific and Industrial Research",-0.854499816894531,9.90400123596191,"L02","LcDR4MVNrw","2014-12-15T00:00:00Z","M1","long_rainy","11","Maize",1,NA,2,"","","2013-06-15",15,6,2013,1,3,1500,NA,1200,2,NA,NA
"177","GHA","Ghana Council for Scientific and Industrial Research",-2.57799911499023,5.09250068664551,"L05","wGsPM221dM8","2015-03-29T00:00:00Z","M3","long_rainy","45","Coconut",1,NA,2,"","","1998-05-29",29,5,1998,2,NA,NA,NA,NA,2,NA,NA
"178","GHA","Ghana Council for Scientific and Industrial Research",-1.49399948120117,6.55200004577637,"L04","wjL1nhwXLP","2014-08-27T00:00:00Z","M3","short_rainy","21","Cassava",NA,NA,NA,"","","",NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA
"179","GHA","Ghana Council for Scientific and Industrial Research",-0.854499816894531,9.90400123596191,"L02","Wth4nHzDVc8","2015-01-02T00:00:00Z","M1","long_rainy","47","Soyabeans",1,NA,2,"","","2013-06-02",2,6,2013,1,2,65,NA,120,2,NA,NA
"180","GHA","Ghana Council for Scientific and Industrial Research",-2.57799911499023,5.09250068664551,"L05","SGWDY8X7yo4","2015-03-29T00:00:00Z","M2","short_rainy","56","Cocoa",1,NA,2,"","","1988-01-29",29,1,1988,1,6,650,NA,1500,2,NA,NA
"181","GHA","Ghana Council for Scientific and Industrial Research",-0.880999565124512,7.70899963378906,"L03","HYK4pqongQ7","2014-09-19T00:00:00Z","M3","short_rainy","24","Yams",1,NA,2,"","","2013-08-20",20,8,2013,2,NA,NA,NA,NA,2,NA,NA
"182","GHA","Ghana Council for Scientific and Industrial Research",-0.880999565124512,7.70899963378906,"L03","C7yu9JZpZ96","2014-09-28T00:00:00Z","M2","short_rainy","11","Maize",1,NA,2,"","","2013-09-28",28,9,2013,1,3,150,NA,110,1,50,2
"183","GHA","Ghana Council for Scientific and Industrial Research",-0.880999565124512,7.70899963378906,"L03","TfTiB3qRvU2","2014-09-23T00:00:00Z","M3","short_rainy","11","Maize",1,NA,2,"","","2013-08-23",23,8,2013,1,2,400,NA,400,2,NA,NA
"184","GHA","Ghana Council for Scientific and Industrial Research",-0.880999565124512,7.70899963378906,"L03","wtorB9F7hm5","2014-10-04T00:00:00Z","M6","long_rainy","11","Maize",1,NA,2,"","","2013-04-28",28,4,2013,1,3.5,315,NA,560,2,NA,NA
"185","GHA","Ghana Council for Scientific and Industrial Research",-0.510699272155762,5.72800064086914,"L06","thieXHRj9r7","2014-09-09T00:00:00Z","M4","short_rainy","21","Cassava",2,NA,NA,"","","2013-04-09",9,4,2013,2,NA,NA,NA,NA,NA,NA,NA
"186","GHA","Ghana Council for Scientific and Industrial Research",-0.834999084472656,10.5590000152588,"L01","5xb8kqgFVh9","2015-04-28T00:00:00Z","M1","long_rainy","11","Maize",1,NA,2,"","","2013-07-28",28,7,2013,1,2,8.5,NA,5950,1,17.6,2
"187","GHA","Ghana Council for Scientific and Industrial Research",-0.834999084472656,10.5590000152588,"L01","qqEgat4rGk9","2015-02-16T00:00:00Z","M1","long_rainy","14","Bulrush Millet",1,NA,2,"","","2013-06-01",1,6,2013,1,1,2.5,NA,275,2,NA,NA
"188","GHA","Ghana Council for Scientific and Industrial Research",-1.49399948120117,6.55200004577637,"L04","ev9j4bGtBTB","2014-09-02T00:00:00Z","M4","long_rainy","71","Banana",1,NA,2,"","","2012-08-02",2,8,2012,2,NA,NA,NA,NA,1,40,1
"189","GHA","Ghana Council for Scientific and Industrial Research",-2.57799911499023,5.09250068664551,"L05","gggGZ6AgZ6A","2015-05-26T00:00:00Z","M1","long_rainy","45","Coconut",1,NA,2,"","","1964-05-26",26,5,1964,1,2,500,NA,1750,2,NA,NA
